194 18721
1 149 1141.07
1 150 1177.62
1 151 1235.9
1 152 1199.48
1 153 1195
1 154 1186.09
1 155 1263.93
1 156 1162.73
1 157 1211.1
1 158 1280.59
1 159 1279.91
1 160 1345.84
1 161 1222.86
1 162 1306.84
1 163 1232.12
1 164 1237.5
1 165 1296.49
1 166 1356.03
1 167 1328.2
1 168 1331.87
1 169 1283.61
1 170 1360.9
1 171 1378.06
1 172 1314.45
1 173 1325.87
1 174 1325.46
1 175 1334.82
1 176 1318.53
1 177 1364.71
1 178 1379.99
1 179 1335.4
1 180 1390.7
1 181 1383.73
1 182 1348.57
1 183 1367.98
1 184 1382.77
1 185 1428.39
1 186 1370.17
1 187 1389.02
1 188 1418.68
1 189 1419.23
1 190 1414.12
1 191 1427.55
1 192 1435.31
1 193 1459.39
1 194 1427.34
2 3 195.134
2 4 150.171
2 5 412.075
2 6 304.652
2 7 279.222
2 8 336.879
2 9 457.397
2 10 463.217
2 11 363.112
2 12 509.694
2 13 402.358
2 14 403.431
2 15 568.52
2 16 428.794
2 17 418.964
2 18 487.297
2 19 608.758
2 20 609.162
2 21 485.182
2 22 522.662
2 23 466.787
2 24 489.727
2 25 475.361
2 26 491.068
2 27 554.659
2 28 530.296
2 29 540.633
2 30 603.502
2 31 591.244
2 32 599.265
2 33 531.985
2 34 589.433
2 35 606.716
2 36 562.832
2 37 575.752
2 38 603.935
2 39 590.303
2 40 599.064
2 41 608.852
2 42 617.619
2 43 606.774
2 44 615.107
2 45 570.318
2 46 614.069
2 47 602.777
2 48 615.088
2 49 622.392
2 50 627.996
2 51 602.791
2 52 617.892
2 53 617.932
2 54 620.965
2 55 626.144
2 56 618.924
2 57 573.851
2 58 616.566
2 59 579.238
2 60 571.848
2 61 622.802
2 62 591.189
2 63 644.989
2 64 600.788
2 65 713.714
2 66 629.21
2 67 636.533
2 68 622.406
2 69 584.387
2 70 616.59
2 71 581.561
2 72 587.372
2 73 653.687
2 74 612.211
2 75 608.665
2 76 609.893
2 77 655.293
2 78 624.4
2 79 671.899
2 80 641.749
2 81 675.586
2 82 660.599
2 83 685.478
2 84 702.475
2 85 781.88
2 86 794.725
2 87 674.493
2 88 701.884
2 89 730.962
2 90 749.595
2 91 708.065
2 92 734.653
2 93 734.757
2 94 771.597
2 95 744.442
2 96 749.315
2 97 757.131
2 98 821.759
2 99 776.34
2 100 787.564
2 101 777.189
2 102 752.276
2 103 778.57
2 104 809.233
2 105 804.344
2 106 806.289
2 107 820.864
2 108 821.505
2 109 803.162
2 110 852.855
2 111 847.283
2 112 860.758
2 113 828.882
2 114 858.94
2 115 891.183
2 116 897.012
2 117 918.336
2 118 905.41
2 119 908.829
2 120 970.565
2 121 962.433
2 122 938.496
2 123 1013.03
2 124 1022.56
2 125 971.372
2 126 970.929
2 127 986.301
2 128 1031.91
2 129 1020.19
2 130 1034.85
2 131 1016.22
2 132 1024.58
2 133 1049.05
2 134 1034.34
2 135 1047.62
2 136 1053.13
2 137 1060.31
2 138 1060.69
2 139 1066.38
2 140 1080.92
2 141 1071.35
2 142 1083.49
2 143 1109.58
2 144 1088.91
2 145 1105.63
2 146 1105.29
2 147 1102.05
2 148 1122.32
2 149 1117.26
2 150 1108.91
2 151 1122.18
2 152 1114.58
2 153 1121.98
2 154 1124.48
2 155 1142.56
2 156 1160.63
2 157 1145.32
2 158 1176.17
2 159 1182.96
2 160 1210.77
2 161 1199.94
2 162 1200.71
2 163 1206.65
2 164 1204.71
2 165 1209.89
2 166 1238.8
2 167 1230.21
2 168 1244.13
2 169 1256.29
2 170 1263.62
2 171 1272.25
2 172 1278
2 173 1275.25
2 174 1275.63
2 175 1274.78
2 176 1299.28
2 177 1291.67
2 178 1294.22
2 179 1293.91
2 180 1300.29
2 181 1309.17
2 182 1322.08
2 183 1318.55
2 184 1318.37
2 185 1327.64
2 186 1326.3
2 187 1341.8
2 188 1349.56
2 189 1357.79
2 190 1365.39
2 191 1364.77
2 192 1374.45
2 193 1377.26
2 194 1395.26
3 4 232.897
3 5 228.672
3 6 399.537
3 7 236.06
3 8 398.117
3 9 298.795
3 10 303.895
3 11 343.474
3 12 353.821
3 13 403.791
3 14 377.442
3 15 401.268
3 16 460.223
3 17 368.609
3 18 383.612
3 19 444.926
3 20 703.479
3 21 387.546
3 22 400.183
3 23 453.968
3 24 410.725
3 25 449.822
3 26 413.431
3 27 420.599
3 28 416.958
3 29 419.828
3 30 455.964
3 31 449.222
3 32 453.949
3 33 429.742
3 34 453.032
3 35 463.731
3 36 611.726
3 37 448.289
3 38 464.332
3 39 457.314
3 40 461.801
3 41 469.619
3 42 475.317
3 43 469.701
3 44 474.355
3 45 454.794
3 46 475.072
3 47 469.19
3 48 476.708
3 49 481.018
3 50 484.855
3 51 471.76
3 52 479.608
3 53 479.898
3 54 481.996
3 55 485.237
3 56 482.48
3 57 465.672
3 58 482.066
3 59 613.759
3 60 473.611
3 61 492.864
3 62 623.184
3 63 705.948
3 64 490.025
3 65 796.247
3 66 503.533
3 67 508.017
3 68 503.712
3 69 501.418
3 70 511.175
3 71 557.764
3 72 523.197
3 73 526.932
3 74 535.167
3 75 548.289
3 76 566.955
3 77 548.827
3 78 559.564
3 79 570.399
3 80 610.54
3 81 573.578
3 82 661.041
3 83 589.793
3 84 593.084
3 85 843.837
3 86 856.593
3 87 630.792
3 88 613.837
3 89 755.909
3 90 781.168
3 91 636.747
3 92 642.506
3 93 651.631
3 94 796.636
3 95 656.21
3 96 663.669
3 97 665.023
3 98 863.882
3 99 793.946
3 100 676.367
3 101 790.75
3 102 700.143
3 103 710.481
3 104 820.304
3 105 711.797
3 106 718.647
3 107 723.458
3 108 723.808
3 109 770.142
3 110 745.177
3 111 859.047
3 112 753.1
3 113 796.417
3 114 838.676
3 115 787.188
3 116 797.517
3 117 820.475
3 118 823.085
3 119 868.133
3 120 863.842
3 121 862.362
3 122 879.144
3 123 894.034
3 124 902.853
3 125 953.91
3 126 951.907
3 127 977.267
3 128 920.27
3 129 925.492
3 130 1039.08
3 131 931.112
3 132 1010.23
3 133 949.145
3 134 1018.82
3 135 953.532
3 136 966.223
3 137 1036.46
3 138 1023.39
3 139 1025.41
3 140 1059.23
3 141 1013.58
3 142 1056.53
3 143 1014.4
3 144 1037.89
3 145 1084.75
3 146 1075.51
3 147 1034.73
3 148 1031.33
3 149 1089.98
3 150 1057.61
3 151 1045.49
3 152 1054.14
3 153 1067.77
3 154 1076.41
3 155 1060.87
3 156 1143.09
3 157 1094.11
3 158 1102.6
3 159 1113.26
3 160 1119.2
3 161 1169.72
3 162 1125.34
3 163 1174.82
3 164 1169.02
3 165 1144.88
3 166 1156.12
3 167 1158.31
3 168 1177.33
3 169 1221.67
3 170 1191.03
3 171 1194.77
3 172 1237.75
3 173 1227.48
3 174 1228.27
3 175 1221.96
3 176 1267.5
3 177 1231.31
3 178 1226.91
3 179 1250.43
3 180 1230.29
3 181 1247.45
3 182 1285.71
3 183 1270.04
3 184 1261.85
3 185 1251.27
3 186 1280.53
3 187 1293.77
3 188 1289.59
3 189 1301.68
3 190 1315.86
3 191 1307.74
3 192 1318.19
3 193 1309.54
3 194 1353.76
4 5 384.962
4 6 171.806
4 7 161.338
4 8 190.221
4 9 393.673
4 10 399.668
4 11 221.775
4 12 438.538
4 13 254.144
4 14 261.821
4 15 505.886
4 16 278.896
4 17 285.517
4 18 376.707
4 19 539.906
4 20 480.821
4 21 371.04
4 22 422.178
4 23 319.723
4 24 365.017
4 25 330.914
4 26 365.595
4 27 460.858
4 28 423
4 29 437.794
4 30 518.389
4 31 501.908
4 32 512.375
4 33 417.591
4 34 495.527
4 35 517.405
4 36 416.62
4 37 475.683
4 38 511.901
4 39 493.651
4 40 505.355
4 41 516.267
4 42 527.187
4 43 512.525
4 44 523.482
4 45 462.187
4 46 521.035
4 47 505.958
4 48 521.497
4 49 530.946
4 50 537.794
4 51 504.004
4 52 524.09
4 53 523.924
4 54 527.579
4 55 534.129
4 56 523.585
4 57 460.846
4 58 519.796
4 59 430.595
4 60 453.078
4 61 522.252
4 62 442.291
4 63 502.707
4 64 488.134
4 65 580.227
4 66 525.266
4 67 534.333
4 68 513.932
4 69 457.159
4 70 500.037
4 71 434.725
4 72 451.953
4 73 549.511
4 74 481.329
4 75 471.268
4 76 467.003
4 77 537.931
4 78 488.24
4 79 551.192
4 80 495.626
4 81 555.045
4 82 510.559
4 83 561.29
4 84 585.337
4 85 640.845
4 86 653.733
4 87 530.8
4 88 573.537
4 89 581.846
4 90 601.372
4 91 572.526
4 92 607.491
4 93 603.478
4 94 622.618
4 95 615.236
4 96 618.848
4 97 629.47
4 98 675.691
4 99 626.689
4 100 669.319
4 101 627.286
4 102 609.828
4 103 640.712
4 104 659.255
4 105 675.991
4 106 675.674
4 107 694.553
4 108 695.326
4 109 656.038
4 110 731.324
4 111 697.386
4 112 739.077
4 113 681.52
4 114 709.843
4 115 767.051
4 116 770.515
4 117 790.748
4 118 771.2
4 119 762.5
4 120 846.749
4 121 835.349
4 122 796.306
4 123 895.605
4 124 905.455
4 125 821.785
4 126 821.462
4 127 836.247
4 128 910.01
4 129 889.95
4 130 884.792
4 131 881.983
4 132 874.726
4 133 920.928
4 134 884.537
4 135 916.849
4 136 919.286
4 137 911.105
4 138 913.173
4 139 919.442
4 140 931.496
4 141 927.943
4 142 934.558
4 143 978.758
4 144 943.837
4 145 956.109
4 146 956.624
4 147 961.074
4 148 989.585
4 149 968.302
4 150 963.818
4 151 984.051
4 152 971.636
4 153 977.49
4 154 978.665
4 155 1006.07
4 156 1010.82
4 157 1000.08
4 158 1036.7
4 159 1042.28
4 160 1077.66
4 161 1051.15
4 162 1061.7
4 163 1058.04
4 164 1056.59
4 165 1067.73
4 166 1102.1
4 167 1089.97
4 168 1102.32
4 169 1107.94
4 170 1123.44
4 171 1133.59
4 172 1130.4
4 173 1128.92
4 174 1129.22
4 175 1129.45
4 176 1150.52
4 177 1148.01
4 178 1152.36
4 179 1146.78
4 180 1159.18
4 181 1165.78
4 182 1173.84
4 183 1172.25
4 184 1173.73
4 185 1188.36
4 186 1179.49
4 187 1195.36
4 188 1205.63
4 189 1212.94
4 190 1219.18
4 191 1220.1
4 192 1229.6
4 193 1235.23
4 194 1247.63
5 6 509.634
5 7 275.805
5 8 476.806
5 9 108.771
5 10 110.624
5 11 353.696
5 12 155.121
5 13 418.037
5 14 367.714
5 15 181.218
5 16 493.719
5 17 331.201
5 18 264.659
5 19 226.459
5 20 773.057
5 21 276.712
5 22 247.148
5 23 438.427
5 24 320.529
5 25 419.847
5 26 324.416
5 27 245.312
5 28 274.307
5 29 265.089
5 30 256.595
5 31 258.137
5 32 257.779
5 33 300.889
5 34 269.467
5 35 269.746
5 36 639.749
5 37 278.384
5 38 274.917
5 39 278.076
5 40 275.934
5 41 280.139
5 42 281.113
5 43 283.185
5 44 282.322
5 45 301.327
5 46 285.338
5 47 287.589
5 48 287.643
5 49 287.509
5 50 288.682
5 51 293.428
5 52 290.373
5 53 290.972
5 54 291.601
5 55 291.953
5 56 295.438
5 57 320.942
5 58 297.714
5 59 625.267
5 60 341.627
5 61 313.54
5 62 630.622
5 63 737.528
5 64 337.681
5 65 845.356
5 66 328.799
5 67 328.968
5 68 338.488
5 69 385.634
5 70 363.173
5 71 508.654
5 72 428.729
5 73 348.301
5 74 421.844
5 75 454.71
5 76 492.709
5 77 394.626
5 78 458.552
5 79 420.287
5 80 544.754
5 81 422.463
5 82 627.2
5 83 445.113
5 84 430.583
5 85 865.827
5 86 877.652
5 87 547.112
5 88 476.405
5 89 741.457
5 90 772.344
5 91 518.023
5 92 497.218
5 93 516.731
5 94 778.965
5 95 514.582
5 96 524.593
5 97 517.891
5 98 861.398
5 99 767.784
5 100 505.408
5 101 760.097
5 102 598.914
5 103 588.957
5 104 784.481
5 105 560.681
5 106 572.923
5 107 565.828
5 108 565.814
5 109 686.004
5 110 574.428
5 111 821.331
5 112 581.977
5 113 710.951
5 114 764.671
5 115 618.562
5 116 633.469
5 117 657.205
5 118 677.334
5 119 768.262
5 120 689.124
5 121 694.898
5 122 756.952
5 123 705.633
5 124 713.506
5 125 876.408
5 126 872.692
5 127 908.389
5 128 738.612
5 129 761.557
5 130 982.72
5 131 777.437
5 132 933.614
5 133 778.875
5 134 940.461
5 135 789.31
5 136 809.326
5 137 947.721
5 138 919.781
5 139 917.54
5 140 972.033
5 141 887.179
5 142 963.407
5 143 847.192
5 144 918.163
5 145 997.459
5 146 978.416
5 147 896.934
5 148 868.071
5 149 995.191
5 150 936.846
5 151 897.098
5 152 923.298
5 153 943.393
5 154 958.584
5 155 906.626
5 156 1057.49
5 157 972.177
5 158 955.889
5 159 970.412
5 160 953.11
5 161 1068.85
5 162 976.091
5 163 1071.97
5 164 1062.01
5 165 1006.23
5 166 998.386
5 167 1011.89
5 168 1035.9
5 169 1114.29
5 170 1043.07
5 171 1041.57
5 172 1123.68
5 173 1105.41
5 174 1106.63
5 175 1094.5
5 176 1162.05
5 177 1095.45
5 178 1083.73
5 179 1132.46
5 180 1084.17
5 181 1109.75
5 182 1174.69
5 183 1146.07
5 184 1129.39
5 185 1098.02
5 186 1159.31
5 187 1169.76
5 188 1152.8
5 189 1168.77
5 190 1189.72
5 191 1173.71
5 192 1184.76
5 193 1164.14
5 194 1235.49
6 7 236.752
6 8 69.1846
6 9 485.635
6 10 491.172
6 11 211.028
6 12 517.852
6 13 193.443
6 14 236.799
6 15 589.025
6 16 165.679
6 17 282.417
6 18 407.63
6 19 613.706
6 20 309.211
6 21 396.258
6 22 464.153
6 23 253.165
6 24 369.118
6 25 277.524
6 26 367.829
6 27 508.835
6 28 453.71
6 29 474.268
6 30 573.513
6 31 552.569
6 32 565.566
6 33 436.098
6 34 540.18
6 35 566.849
6 36 266.114
6 37 512.753
6 38 557.913
6 39 534.371
6 40 549.467
6 41 561.131
6 42 574.291
6 43 555.254
6 44 569.167
6 45 487.214
6 46 564.869
6 47 545.375
6 48 564.48
6 49 576.314
6 50 584.428
6 51 540.559
6 52 566.558
6 53 566.101
6 54 570.388
6 55 578.437
6 56 563.808
6 57 477.198
6 58 558.159
6 59 291.073
6 60 458.922
6 61 554.538
6 62 304.129
6 63 341.642
6 64 502.522
6 65 410.429
6 66 551.799
6 67 563.021
6 68 533.646
6 69 443.729
6 70 505.875
6 71 355.355
6 72 416.974
6 73 573.815
6 74 456.352
6 75 428.303
6 76 404.413
6 77 539.078
6 78 447.691
6 79 544.479
6 80 415.697
6 81 548.41
6 82 396.151
6 83 546.282
6 84 583.615
6 85 477.576
6 86 490.393
6 87 460.23
6 88 547.973
6 89 441.951
6 90 455.984
6 91 527.829
6 92 582.708
6 93 568.719
6 94 481.18
6 95 585.068
6 96 585.321
6 97 602.278
6 98 521.908
6 99 490.638
6 100 660.624
6 101 494.353
6 102 540.069
6 103 585.364
6 104 527.019
6 105 644.827
6 106 638.952
6 107 667.35
6 108 668.392
6 109 563.033
6 110 713.063
6 111 563.29
6 112 720.188
6 113 586.341
6 114 601.763
6 115 741.811
6 116 739.852
6 117 756.862
6 118 721.347
6 119 670.672
6 120 819.539
6 121 801.202
6 122 720.945
6 123 880.101
6 124 890.291
6 125 706.746
6 126 707.737
6 127 713.928
6 128 885.067
6 129 846.828
6 130 751.365
6 131 828.864
6 132 755.535
6 133 882.054
6 134 766.009
6 135 871.748
6 136 866.32
6 137 798.612
6 138 812.112
6 139 821.428
6 140 816.679
6 141 845.17
6 142 823.986
6 143 932.122
6 144 854.141
6 145 840.022
6 146 847.803
6 147 886.323
6 148 937.985
6 149 857.099
6 150 873.714
6 151 917.795
6 152 889.842
6 153 889.637
6 154 885.152
6 155 944.114
6 156 890.874
6 157 908.763
6 158 965.491
6 159 967.094
6 160 1023.5
6 161 940.394
6 162 991.468
6 163 948.455
6 164 950.229
6 165 987.265
6 166 1037.97
6 167 1015.49
6 168 1022.58
6 169 999.587
6 170 1048.69
6 171 1063.36
6 172 1026.24
6 173 1031.21
6 174 1031.15
6 175 1036.17
6 176 1039.04
6 177 1061.1
6 178 1071.81
6 179 1045.01
6 180 1081
6 181 1079.7
6 182 1065.64
6 183 1074.26
6 184 1082.76
6 185 1115.6
6 186 1079.01
6 187 1096.49
6 188 1117.08
6 189 1120.77
6 190 1121.14
6 191 1128.6
6 192 1137.23
6 193 1153.16
6 194 1142.34
7 8 201.199
7 9 251.103
7 10 256.834
7 11 107.443
7 12 288.628
7 13 169.487
7 14 142.223
7 15 358.827
7 16 233.962
7 17 143.174
7 18 215.719
7 19 388.407
7 20 502.68
7 21 210.828
7 22 261.093
7 23 218.049
7 24 210.658
7 25 215.779
7 26 211.91
7 27 300.722
7 28 261.757
7 29 276.489
7 30 360.179
7 31 342.569
7 32 353.657
7 33 257.693
7 34 335.142
7 35 357.946
7 36 386.421
7 37 314.491
7 38 351.814
7 39 332.8
7 40 344.955
7 41 356.035
7 42 367.374
7 43 351.988
7 44 363.416
7 45 301.105
7 46 360.686
7 47 345.04
7 48 361.039
7 49 370.875
7 50 377.968
7 51 342.866
7 52 363.58
7 53 363.378
7 54 367.129
7 55 373.919
7 56 362.818
7 57 300.715
7 58 358.841
7 59 382.842
7 60 295.128
7 61 360.962
7 62 391.316
7 63 483.468
7 64 328.004
7 65 583.426
7 66 363.952
7 67 372.996
7 68 353.008
7 69 305.192
7 70 341.264
7 71 324.749
7 72 310.264
7 73 388.223
7 74 333.202
7 75 332.829
7 76 341.297
7 77 379.625
7 78 347.489
7 79 394.603
7 80 380.444
7 81 398.373
7 82 425.073
7 83 406.968
7 84 427.069
7 85 618.887
7 86 631.402
7 87 406.278
7 88 422.686
7 89 521.083
7 90 547.322
7 91 430.328
7 92 455.589
7 93 455.648
7 94 561.612
7 95 465.223
7 96 470.121
7 97 478.022
7 98 631.79
7 99 558.167
7 100 511.74
7 101 554.762
7 102 480.86
7 103 501.959
7 104 584.246
7 105 525.19
7 106 527.085
7 107 542.024
7 108 542.693
7 109 542.146
7 110 575.571
7 111 622.987
7 112 583.424
7 113 568.388
7 114 606.877
7 115 612.989
7 116 618.199
7 117 639.338
7 118 626.71
7 119 644.053
7 120 692.559
7 121 683.548
7 122 665.435
7 123 738.008
7 124 747.735
7 125 721.885
7 126 720.29
7 127 743.42
7 128 754.695
7 129 740.971
7 130 803.512
7 131 737.421
7 132 777.636
7 133 770.029
7 134 786.537
7 135 768.397
7 136 774.214
7 137 806.605
7 138 798.55
7 139 802.229
7 140 828.789
7 141 799.452
7 142 827.791
7 143 830.363
7 144 819.891
7 145 854.149
7 146 847.846
7 147 827.004
7 148 843.191
7 149 861.473
7 150 839.844
7 151 844.855
7 152 841.837
7 153 851.707
7 154 856.961
7 155 864.393
7 156 911.717
7 157 876.43
7 158 899.654
7 159 907.465
7 160 931.662
7 161 942.542
7 162 923.838
7 163 948.275
7 164 944.02
7 165 935.868
7 166 960.631
7 167 954.238
7 168 969.634
7 169 996.386
7 170 987.541
7 171 995.065
7 172 1014.97
7 173 1008.37
7 174 1008.95
7 175 1005.58
7 176 1041.2
7 177 1019.48
7 178 1019.69
7 179 1029.21
7 180 1024.98
7 181 1036.52
7 182 1061.34
7 183 1051.43
7 184 1047.73
7 185 1050.78
7 186 1060.54
7 187 1074.97
7 188 1077.66
7 189 1087.41
7 190 1097.92
7 191 1094.04
7 192 1104.06
7 193 1102.78
7 194 1131.87
8 9 440.347
8 10 445.588
8 11 150.891
8 12 467.711
8 13 124.962
8 14 171.651
8 15 538.806
8 16 101.501
8 17 219.322
8 18 347.48
8 19 560.381
8 20 307.376
8 21 335.181
8 22 405.214
8 23 183.999
8 24 304.728
8 25 208.445
8 26 303.159
8 27 450.466
8 28 392.555
8 29 413.941
8 30 515.873
8 31 494.164
8 32 507.574
8 33 372.927
8 34 480.598
8 35 507.978
8 36 226.479
8 37 451.949
8 38 498.394
8 39 474.026
8 40 489.644
8 41 501.323
8 42 514.809
8 43 495.063
8 44 509.437
8 45 424.441
8 46 504.794
8 47 484.618
8 48 504.23
8 49 516.431
8 50 524.725
8 51 479.285
8 52 506.176
8 53 505.664
8 54 510.033
8 55 518.305
8 56 502.995
8 57 413.063
8 58 497.036
8 59 242.971
8 60 393.406
8 61 492.28
8 62 255.263
8 63 313.483
8 64 437.787
8 65 398.2
8 66 488.536
8 67 500.022
8 68 469.428
8 69 376.073
8 70 439.894
8 71 287.812
8 72 348.011
8 73 509.968
8 74 387.735
8 75 359.131
8 76 335.661
8 77 472.277
8 78 378.531
8 79 476.839
8 80 348.672
8 81 480.758
8 82 336.974
8 83 477.961
8 84 516.264
8 85 451.954
8 86 464.837
8 87 392.348
8 88 479.066
8 89 395.068
8 90 412.812
8 91 458.679
8 92 513.77
8 93 499.553
8 94 435.429
8 95 515.965
8 96 516.162
8 97 533.234
8 98 485.595
8 99 441.716
8 100 592.405
8 101 443.774
8 102 472.425
8 103 516.676
8 104 476.233
8 105 575.67
8 106 569.769
8 107 598.248
8 108 599.296
8 109 499.135
8 110 644.203
8 111 513.606
8 112 651.293
8 113 523.023
8 114 541.867
8 115 672.706
8 116 670.674
8 117 687.68
8 118 652.567
8 119 606.959
8 120 750.375
8 121 732.028
8 122 654.533
8 123 811.193
8 124 821.388
8 125 649.471
8 126 650.021
8 127 659.368
8 128 815.913
8 129 777.869
8 130 701.875
8 131 760.397
8 132 699.889
8 133 812.984
8 134 710.146
8 135 802.885
8 136 797.883
8 137 740.749
8 138 750.967
8 139 759.545
8 140 759.633
8 141 780.198
8 142 765.574
8 143 863.373
8 144 790.487
8 145 783.468
8 146 788.91
8 147 820.167
8 148 869.526
8 149 798.962
8 150 810.184
8 151 850.609
8 152 824.79
8 153 825.69
8 154 822.371
8 155 876.509
8 156 835.823
8 157 845.555
8 158 898.975
8 159 901.129
8 160 955.295
8 161 882.289
8 162 924.859
8 163 890.003
8 164 890.826
8 165 922.154
8 166 970.695
8 167 949.489
8 168 957.403
8 169 940.853
8 170 982.772
8 171 996.836
8 172 966.35
8 173 969.664
8 174 969.689
8 175 973.606
8 176 981.326
8 177 997.255
8 178 1006.83
8 179 984.507
8 180 1015.65
8 181 1015.72
8 182 1006.96
8 183 1012.85
8 184 1019.77
8 185 1049.48
8 186 1018.22
8 187 1035.33
8 188 1053.63
8 189 1058.08
8 190 1059.81
8 191 1065.78
8 192 1074.6
8 193 1088.54
8 194 1082.93
9 10 6.00923
9 11 299.139
9 12 55.0427
9 13 357.842
9 14 302.306
9 15 112.889
9 16 435.758
9 17 258.028
9 18 165.198
9 19 151.373
9 20 718.572
9 21 179.11
9 22 139.413
9 23 364.051
9 24 226.691
9 25 341.105
9 26 230.694
9 27 137.19
9 28 167.602
9 29 156.787
9 30 158.311
9 31 155.01
9 32 157.399
9 33 196.222
9 34 163.611
9 35 168.283
9 36 572.306
9 37 169.967
9 38 171.315
9 39 171.176
9 40 170.953
9 41 176.648
9 42 179.932
9 43 178.555
9 44 180.039
9 45 192.763
9 46 182.037
9 47 181.437
9 48 184.089
9 49 186.046
9 50 188.714
9 51 186.53
9 52 186.932
9 53 187.409
9 54 188.685
9 55 190.433
9 56 191.19
9 57 212.95
9 58 192.545
9 59 551.97
9 60 235.101
9 61 207.135
9 62 555.623
9 63 668.476
9 64 228.992
9 65 780.669
9 66 221.564
9 67 222.677
9 68 230.061
9 69 281.182
9 70 254.576
9 71 418.424
9 72 328.056
9 73 242.118
9 74 317.069
9 75 353.521
9 76 395.491
9 77 285.867
9 78 355.556
9 79 311.518
9 80 448.454
9 81 313.692
9 82 538.188
9 83 336.411
9 84 322.369
9 85 790.477
9 86 801.769
9 87 446.231
9 88 367.941
9 89 656.032
9 90 688.145
9 91 411.097
9 92 388.452
9 93 408.281
9 94 691.845
9 95 405.86
9 96 415.931
9 97 409.127
9 98 777.769
9 99 678.273
9 100 398.737
9 101 669.39
9 102 493.838
9 103 481.263
9 104 691.938
9 105 452.061
9 106 464.167
9 107 457.633
9 108 457.651
9 109 583.146
9 110 468.036
9 111 727.786
9 112 475.687
9 113 607.612
9 114 663.089
9 115 511.954
9 116 526.192
9 117 549.889
9 118 568.651
9 119 662.225
9 120 583.989
9 121 588.332
9 122 648.69
9 123 604.675
9 124 612.939
9 125 773.341
9 126 769.341
9 127 806.756
9 128 635.471
9 129 654.601
9 130 883.204
9 131 669.331
9 132 830.391
9 133 673.048
9 134 836.901
9 135 682.458
9 136 701.575
9 137 842.481
9 138 812.746
9 139 810.08
9 140 866.928
9 141 778.554
9 142 857.501
9 143 740.951
9 144 809.808
9 145 892.251
9 146 871.965
9 147 788.184
9 148 761.231
9 149 888.976
9 150 828.416
9 151 788.748
9 152 814.55
9 153 834.799
9 154 850.291
9 155 798.751
9 156 952.336
9 157 863.66
9 158 847.489
9 159 861.83
9 160 846.87
9 161 961.769
9 162 867.875
9 163 964.68
9 164 954.364
9 165 897.528
9 166 891.004
9 167 903.517
9 168 927.299
9 169 1006.53
9 170 934.82
9 171 933.749
9 172 1015.44
9 173 996.8
9 174 998.039
9 175 985.764
9 176 1054.39
9 177 986.717
9 178 975.224
9 179 1024.01
9 180 975.832
9 181 1001.06
9 182 1066.59
9 183 1037.39
9 184 1020.62
9 185 990.261
9 186 1050.7
9 187 1061.07
9 188 1044.09
9 189 1060.01
9 190 1080.99
9 191 1064.96
9 192 1076
9 193 1055.8
9 194 1126.96
10 11 303.904
10 12 50.1579
